SampleID,Sample,Replicate,Clutch,Timepoint,Measurement,MeasureType,PhenotypeSum,PhenotypeNotocord,PhenotypeNeuron,PhenotypeMorphology,Stain
cntrl,cntrl,7,4,24hpa,45.83,sc_width,211,2,1,1,NF_DAPI
cntrl,cntrl,8,4,24hpa,59.25,sc_width,211,2,1,1,NF_DAPI
cntrl,cntrl,9,4,24hpa,61.71,sc_width,211,2,1,1,NF_DAPI
cntrl,cntrl,10,4,24hpa,57.3,sc_width,211,2,1,1,NF_DAPI
cntrl,cntrl,1,4,48hpa,321.25,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,2,4,48hpa,346.24,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,3,4,48hpa,416.2,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,4,4,48hpa,512.41,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,1,4,72hpa,609.39,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,2,4,72hpa,637.5,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,3,4,72hpa,590.46,Tail,131,1,3,1,NF_DAPI
cntrl,cntrl,4,4,72hpa,545.68,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,5,4,72hpa,496.02,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,6,4,72hpa,660.61,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,7,4,72hpa,628.53,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,8,4,72hpa,621.3,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,9,4,72hpa,506.76,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,10,4,72hpa,548.39,Tail,111,1,1,1,NF_DAPI
cntrl,cntrl,11,4,72hpa,648.37,Tail,111,1,1,1,NF_DAPI
pbx3MO1,pbx3MO,1,4,24hpa,337.3,Tail,214,2,1,4,NF_DAPI
pbx3MO1,pbx3MO,2,4,24hpa,200.04,Tail,214,2,1,4,NF_DAPI
pbx3MO1,pbx3MO,3,4,24hpa,263.88,Tail,213,2,1,3,NF_DAPI
pbx3MO1,pbx3MO,1,4,48hpa,278.89,Tail,212,2,1,2,NF_DAPI
pbx3MO1,pbx3MO,2,4,48hpa,583.58,Tail,113,1,1,3,NF_DAPI
pbx3MO1,pbx3MO,3,4,48hpa,398.38,Tail,212,2,1,2,NF_DAPI
pbx3MO1,pbx3MO,1,4,72hpa,676.5,Tail,212,2,1,2,NF_DAPI
pbx3MO1,pbx3MO,2,4,72hpa,342.04,Tail,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,1,4,24hpa,259.8,Tail,211,2,1,1,NF_DAPI
pbx3MO2,pbx3MO,2,4,24hpa,148.61,Tail,213,2,1,3,NF_DAPI
pbx3MO2,pbx3MO,3,4,24hpa,271.73,Tail,211,2,1,1,NF_DAPI
pbx3MO2,pbx3MO,4,4,24hpa,100.97,Tail,214,2,1,4,NF_DAPI
pbx3MO2,pbx3MO,1,4,48hpa,373.11,Tail,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,2,4,48hpa,362.86,Tail,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,3,4,48hpa,367.26,Tail,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,4,4,48hpa,365.03,Tail,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,5,4,48hpa,343.45,Tail,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,6,4,48hpa,118.09,Tail,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,7,4,48hpa,145.24,Tail,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,8,4,48hpa,215.51,Tail,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,9,4,48hpa,300.11,Tail,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,1,4,72hpa,353.26,Tail,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,2,4,72hpa,177.89,Tail,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,3,4,72hpa,283.01,Tail,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,4,4,72hpa,170.1,Tail,213,2,1,3,NF_DAPI
pbx3MO2,pbx3MO,5,4,72hpa,153.44,Tail,213,2,1,3,NF_DAPI
pbx3MO2,pbx3MO,6,4,72hpa,190.03,Tail,214,2,1,4,NF_DAPI
meis1MO2,meis1MO,1,4,24hpa,251.14,Tail,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,2,4,24hpa,183.29,Tail,214,2,1,4,NF_DAPI
meis1MO2,meis1MO,3,4,24hpa,185.71,Tail,214,2,1,4,NF_DAPI
meis1MO2,meis1MO,1,4,48hpa,263.15,Tail,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,2,4,48hpa,354.02,Tail,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,3,4,48hpa,271.11,Tail,214,2,1,4,NF_DAPI
meis1MO2,meis1MO,1,4,72hpa,183.81,Tail,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,2,4,72hpa,235.16,Tail,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,3,4,72hpa,292.36,Tail,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,4,4,72hpa,350.53,Tail,212,2,1,2,NF_DAPI
cntrl,cntrl,1,4,48hpa,214.98,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,2,4,48hpa,156.82,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,3,4,48hpa,175.44,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,4,4,48hpa,301.15,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,1,4,72hpa,502.01,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,2,4,72hpa,468.23,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,3,4,72hpa,483.12,sc,131,1,3,1,NF_DAPI
cntrl,cntrl,4,4,72hpa,432.93,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,5,4,72hpa,423.34,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,6,4,72hpa,405.78,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,7,4,72hpa,450.25,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,8,4,72hpa,432.14,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,9,4,72hpa,405.25,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,10,4,72hpa,389.19,sc,111,1,1,1,NF_DAPI
cntrl,cntrl,11,4,72hpa,577.13,sc,111,1,1,1,NF_DAPI
pbx3MO1,pbx3MO,1,4,24hpa,77.82,sc,214,2,1,4,NF_DAPI
pbx3MO1,pbx3MO,2,4,24hpa,80.01,sc,214,2,1,4,NF_DAPI
pbx3MO1,pbx3MO,3,4,24hpa,113.29,sc,213,2,1,3,NF_DAPI
pbx3MO1,pbx3MO,1,4,48hpa,181.19,sc,212,2,1,2,NF_DAPI
pbx3MO1,pbx3MO,2,4,48hpa,401.67,sc,113,1,1,3,NF_DAPI
pbx3MO1,pbx3MO,3,4,48hpa,167.02,sc,212,2,1,2,NF_DAPI
pbx3MO1,pbx3MO,1,4,72hpa,578.32,sc,212,2,1,2,NF_DAPI
pbx3MO1,pbx3MO,2,4,72hpa,130.9,sc,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,1,4,24hpa,85.78,sc,211,2,1,1,NF_DAPI
pbx3MO2,pbx3MO,2,4,24hpa,93.46,sc,213,2,1,3,NF_DAPI
pbx3MO2,pbx3MO,3,4,24hpa,132.04,sc,211,2,1,1,NF_DAPI
pbx3MO2,pbx3MO,4,4,24hpa,90.98,sc,214,2,1,4,NF_DAPI
pbx3MO2,pbx3MO,1,4,48hpa,89.99,sc,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,2,4,48hpa,112.36,sc,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,3,4,48hpa,96.18,sc,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,4,4,48hpa,123.84,sc,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,5,4,48hpa,168.92,sc,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,6,4,48hpa,103.57,sc,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,7,4,48hpa,138.75,sc,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,8,4,48hpa,107.5,sc,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,9,4,48hpa,122.95,sc,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,1,4,72hpa,91.46,sc,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,2,4,72hpa,161.31,sc,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,3,4,72hpa,178.35,sc,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,4,4,72hpa,129.21,sc,213,2,1,3,NF_DAPI
pbx3MO2,pbx3MO,5,4,72hpa,114.74,sc,213,2,1,3,NF_DAPI
pbx3MO2,pbx3MO,6,4,72hpa,89.22,sc,214,2,1,4,NF_DAPI
meis1MO2,meis1MO,1,4,24hpa,121.51,sc,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,2,4,24hpa,117.59,sc,214,2,1,4,NF_DAPI
meis1MO2,meis1MO,3,4,24hpa,137.01,sc,214,2,1,4,NF_DAPI
meis1MO2,meis1MO,1,4,48hpa,66.24,sc,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,2,4,48hpa,143.25,sc,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,3,4,48hpa,101.29,sc,214,2,1,4,NF_DAPI
meis1MO2,meis1MO,1,4,72hpa,157.17,sc,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,2,4,72hpa,111.6,sc,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,3,4,72hpa,102.98,sc,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,4,4,72hpa,154.42,sc,212,2,1,2,NF_DAPI
cntrl,cntrl,1,4,48hpa,23,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,2,4,48hpa,28.65,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,3,4,48hpa,35.92,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,4,4,48hpa,26.15,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,1,4,72hpa,24.99,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,2,4,72hpa,15.23,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,3,4,72hpa,14.54,sc_width,131,1,3,1,NF_DAPI
cntrl,cntrl,4,4,72hpa,16.38,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,5,4,72hpa,21.48,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,6,4,72hpa,21.24,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,7,4,72hpa,16.89,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,8,4,72hpa,15.67,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,9,4,72hpa,21,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,10,4,72hpa,25.11,sc_width,111,1,1,1,NF_DAPI
cntrl,cntrl,11,4,72hpa,19.25,sc_width,111,1,1,1,NF_DAPI
pbx3MO1,pbx3MO,1,4,24hpa,65.21,sc_width,214,2,1,4,NF_DAPI
pbx3MO1,pbx3MO,2,4,24hpa,95.09,sc_width,214,2,1,4,NF_DAPI
pbx3MO1,pbx3MO,3,4,24hpa,74.45,sc_width,213,2,1,3,NF_DAPI
pbx3MO1,pbx3MO,1,4,48hpa,29.06,sc_width,212,2,1,2,NF_DAPI
pbx3MO1,pbx3MO,2,4,48hpa,18.2,sc_width,113,1,1,3,NF_DAPI
pbx3MO1,pbx3MO,3,4,48hpa,71.82,sc_width,212,2,1,2,NF_DAPI
pbx3MO1,pbx3MO,1,4,72hpa,16.68,sc_width,212,2,1,2,NF_DAPI
pbx3MO1,pbx3MO,2,4,72hpa,33.55,sc_width,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,1,4,24hpa,82.7,sc_width,211,2,1,1,NF_DAPI
pbx3MO2,pbx3MO,2,4,24hpa,50.6,sc_width,213,2,1,3,NF_DAPI
pbx3MO2,pbx3MO,3,4,24hpa,45.53,sc_width,211,2,1,1,NF_DAPI
pbx3MO2,pbx3MO,4,4,24hpa,45.55,sc_width,214,2,1,4,NF_DAPI
pbx3MO2,pbx3MO,1,4,48hpa,67.68,sc_width,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,2,4,48hpa,61.96,sc_width,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,3,4,48hpa,28.52,sc_width,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,4,4,48hpa,63.48,sc_width,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,5,4,48hpa,49.61,sc_width,215,2,1,5,NF_DAPI
pbx3MO2,pbx3MO,6,4,48hpa,65.14,sc_width,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,7,4,48hpa,94.22,sc_width,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,8,4,48hpa,51.69,sc_width,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,9,4,48hpa,22.36,sc_width,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,1,4,72hpa,74.16,sc_width,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,2,4,72hpa,83.79,sc_width,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,3,4,72hpa,58.8,sc_width,212,2,1,2,NF_DAPI
pbx3MO2,pbx3MO,4,4,72hpa,54.3,sc_width,213,2,1,3,NF_DAPI
pbx3MO2,pbx3MO,5,4,72hpa,67.49,sc_width,213,2,1,3,NF_DAPI
pbx3MO2,pbx3MO,6,4,72hpa,64.4,sc_width,214,2,1,4,NF_DAPI
meis1MO2,meis1MO,1,4,24hpa,53.36,sc_width,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,2,4,24hpa,65.47,sc_width,214,2,1,4,NF_DAPI
meis1MO2,meis1MO,3,4,24hpa,58.22,sc_width,214,2,1,4,NF_DAPI
meis1MO2,meis1MO,1,4,48hpa,58.95,sc_width,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,2,4,48hpa,50.6,sc_width,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,3,4,48hpa,58.94,sc_width,214,2,1,4,NF_DAPI
meis1MO2,meis1MO,1,4,72hpa,49.13,sc_width,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,2,4,72hpa,41.89,sc_width,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,3,4,72hpa,42.28,sc_width,212,2,1,2,NF_DAPI
meis1MO2,meis1MO,4,4,72hpa,31.93,sc_width,212,2,1,2,NF_DAPI
cntrl,cntrl,1,5,24hpa,237.47,Tail,,,3,1,DAPI
cntrl,cntrl,2,5,24hpa,219.34,Tail,,,3,1,DAPI
cntrl,cntrl,3,5,24hpa,237.86,Tail,,,3,1,DAPI
cntrl,cntrl,4,5,24hpa,223.28,Tail,,,3,1,DAPI
cntrl,cntrl,5,5,24hpa,234.17,Tail,,,3,1,DAPI
cntrl,cntrl,6,5,24hpa,148.66,Tail,,,3,1,DAPI
cntrl,cntrl,7,5,24hpa,241.06,Tail,,,3,1,DAPI
cntrl,cntrl,8,5,24hpa,203.68,Tail,,,3,1,DAPI
cntrl,cntrl,9,5,24hpa,232.08,Tail,,,3,1,DAPI
cntrl,cntrl,10,5,24hpa,257.41,Tail,,,3,1,DAPI
cntrl,cntrl,11,5,24hpa,303.24,Tail,,,3,1,DAPI
cntrl,cntrl,12,5,24hpa,252.16,Tail,,,3,1,DAPI
cntrl,cntrl,13,5,24hpa,244.69,Tail,,,3,1,DAPI
cntrl,cntrl,14,5,24hpa,223.66,Tail,,,3,1,DAPI
cntrl,cntrl,15,5,24hpa,236.56,Tail,,,3,1,DAPI
cntrl,cntrl,1,5,48hpa,351.26,Tail,,,3,1,DAPI
cntrl,cntrl,2,5,48hpa,410.85,Tail,,,3,1,DAPI
cntrl,cntrl,3,5,48hpa,437.66,Tail,,,3,1,DAPI
cntrl,cntrl,4,5,48hpa,490.41,Tail,,,3,1,DAPI
cntrl,cntrl,5,5,48hpa,434.59,Tail,,,3,1,DAPI
cntrl,cntrl,6,5,48hpa,436.15,Tail,,,3,1,DAPI
cntrl,cntrl,7,5,48hpa,426.93,Tail,,,3,1,DAPI
cntrl,cntrl,8,5,48hpa,443.77,Tail,,,3,1,DAPI
cntrl,cntrl,9,5,48hpa,412.39,Tail,,,3,1,DAPI
cntrl,cntrl,10,5,48hpa,476.35,Tail,,,3,1,DAPI
cntrl,cntrl,1,5,72hpa,630.38,Tail,,,3,1,DAPI
cntrl,cntrl,2,5,72hpa,641.86,Tail,,,3,1,DAPI
cntrl,cntrl,3,5,72hpa,648.99,Tail,,,3,1,DAPI
cntrl,cntrl,4,5,72hpa,567.98,Tail,,,3,1,DAPI
cntrl,cntrl,5,5,72hpa,469.77,Tail,,,3,1,DAPI
cntrl,cntrl,6,5,72hpa,674.03,Tail,,,3,1,DAPI
cntrl,cntrl,7,5,72hpa,465.02,Tail,,,3,1,DAPI
cntrl,cntrl,8,5,72hpa,615.76,Tail,,,3,1,DAPI
cntrl,cntrl,9,5,72hpa,700.74,Tail,,,3,1,DAPI
cntrl,cntrl,10,5,72hpa,556.19,Tail,,,3,1,DAPI
cntrl,cntrl,11,5,72hpa,605.45,Tail,,,3,1,DAPI
cntrl,cntrl,12,5,72hpa,645.04,Tail,,,3,1,DAPI
cntrl,cntrl,13,5,72hpa,503.99,Tail,,,3,1,DAPI
cntrl,cntrl,14,5,72hpa,645.35,Tail,,,3,1,DAPI
cntrl,cntrl,15,5,72hpa,678.85,Tail,,,3,1,DAPI
cntrl,cntrl,16,5,72hpa,652.21,Tail,,,3,1,DAPI
cntrl,cntrl,17,5,72hpa,569.42,Tail,,,3,1,DAPI
cntrl,cntrl,18,5,72hpa,577.23,Tail,,,3,1,DAPI
meis1MO2,meis1MO,1,5,24hpa,137.17,Tail,,,3,4,DAPI
meis1MO2,meis1MO,2,5,24hpa,192,Tail,,,3,4,DAPI
meis1MO2,meis1MO,3,5,24hpa,163.9,Tail,,,3,4,DAPI
meis1MO2,meis1MO,4,5,24hpa,190.45,Tail,,,3,4,DAPI
meis1MO2,meis1MO,5,5,24hpa,105.02,Tail,,,3,3,DAPI
meis1MO2,meis1MO,6,5,24hpa,116.81,Tail,,,3,4,DAPI
meis1MO2,meis1MO,7,5,24hpa,198.9,Tail,,,3,4,DAPI
meis1MO2,meis1MO,8,5,24hpa,288.37,Tail,,,3,4,DAPI
meis1MO2,meis1MO,9,5,24hpa,132.47,Tail,,,3,4,DAPI
meis1MO2,meis1MO,10,5,24hpa,151.95,Tail,,,3,4,DAPI
meis1MO2,meis1MO,11,5,24hpa,153.11,Tail,,,3,4,DAPI
meis1MO2,meis1MO,12,5,24hpa,159.28,Tail,,,3,2,DAPI
meis1MO2,meis1MO,13,5,24hpa,169.42,Tail,,,3,4,DAPI
meis1MO2,meis1MO,1,5,48hpa,192.18,Tail,,,3,4,DAPI
meis1MO2,meis1MO,2,5,48hpa,147.47,Tail,,,3,2,DAPI
meis1MO2,meis1MO,3,5,48hpa,144.73,Tail,,,3,2,DAPI
meis1MO2,meis1MO,4,5,48hpa,300.96,Tail,,,3,1,DAPI
meis1MO2,meis1MO,5,5,48hpa,304.38,Tail,,,3,2,DAPI
meis1MO2,meis1MO,6,5,48hpa,231.43,Tail,,,3,2,DAPI
meis1MO2,meis1MO,7,5,48hpa,194.02,Tail,,,3,2,DAPI
meis1MO2,meis1MO,8,5,48hpa,308.21,Tail,,,3,2,DAPI
meis1MO2,meis1MO,9,5,48hpa,206.68,Tail,,,3,4,DAPI
meis1MO2,meis1MO,10,5,48hpa,318.58,Tail,,,3,2,DAPI
meis1MO2,meis1MO,11,5,48hpa,196.47,Tail,,,3,2,DAPI
meis1MO2,meis1MO,12,5,48hpa,247.72,Tail,,,3,2,DAPI
meis1MO2,meis1MO,13,5,48hpa,216.96,Tail,,,3,2,DAPI
meis1MO2,meis1MO,14,5,48hpa,246.78,Tail,,,3,4,DAPI
meis1MO2,meis1MO,15,5,48hpa,367.43,Tail,,,3,1,DAPI
meis1MO2,meis1MO,1,5,72hpa,150.95,Tail,,,3,4,DAPI
meis1MO2,meis1MO,2,5,72hpa,167.24,Tail,,,3,4,DAPI
meis1MO2,meis1MO,3,5,72hpa,261.99,Tail,,,3,4,DAPI
meis1MO2,meis1MO,4,5,72hpa,238.59,Tail,,,3,4,DAPI
meis1MO2,meis1MO,5,5,72hpa,286.99,Tail,,,3,2,DAPI
meis1MO2,meis1MO,6,5,72hpa,145.89,Tail,,,3,2,DAPI
meis1MO2,meis1MO,7,5,72hpa,378.85,Tail,,,3,2,DAPI
meis1MO2,meis1MO,8,5,72hpa,123.64,Tail,,,3,2,DAPI
meis1MO2,meis1MO,9,5,72hpa,436.1,Tail,,,3,2,DAPI
meis1MO2,meis1MO,10,5,72hpa,226.18,Tail,,,3,2,DAPI
meis1MO2,meis1MO,11,5,72hpa,191.01,Tail,,,3,5,DAPI
meis1MO2,meis1MO,12,5,72hpa,244.13,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,1,5,24hpa,199.44,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,2,5,24hpa,152.55,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,3,5,24hpa,154.49,Tail,,,3,4,DAPI
pbx3MO2,pbx3MO,4,5,24hpa,145.22,Tail,,,3,4,DAPI
pbx3MO2,pbx3MO,5,5,24hpa,144.79,Tail,,,3,4,DAPI
pbx3MO2,pbx3MO,6,5,24hpa,171.74,Tail,,,3,4,DAPI
pbx3MO2,pbx3MO,7,5,24hpa,244.54,Tail,,,3,4,DAPI
pbx3MO2,pbx3MO,8,5,24hpa,277.67,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,9,5,24hpa,202.14,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,10,5,24hpa,208.13,Tail,,,3,4,DAPI
pbx3MO2,pbx3MO,11,5,24hpa,243.01,Tail,,,3,4,DAPI
pbx3MO2,pbx3MO,1,5,48hpa,313.56,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,2,5,48hpa,145.16,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,3,5,48hpa,194.59,Tail,,,3,4,DAPI
pbx3MO2,pbx3MO,4,5,48hpa,430.26,Tail,,,3,1,DAPI
pbx3MO2,pbx3MO,5,5,48hpa,410.14,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,6,5,48hpa,250.22,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,7,5,48hpa,339.32,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,8,5,48hpa,312.46,Tail,,,3,4,DAPI
pbx3MO2,pbx3MO,9,5,48hpa,312.13,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,10,5,48hpa,269.22,Tail,,,3,4,DAPI
pbx3MO2,pbx3MO,11,5,48hpa,457.87,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,12,5,48hpa,389.44,Tail,,,3,4,DAPI
pbx3MO2,pbx3MO,13,5,48hpa,239.24,Tail,,,3,3,DAPI
pbx3MO2,pbx3MO,1,5,72hpa,222.5,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,2,5,72hpa,240.41,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,3,5,72hpa,419.31,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,4,5,72hpa,340.69,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,5,5,72hpa,470.54,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,6,5,72hpa,134.56,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,7,5,72hpa,190.1,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,8,5,72hpa,510.8,Tail,,,3,1,DAPI
pbx3MO2,pbx3MO,9,5,72hpa,414.56,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,10,5,72hpa,694.29,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,11,5,72hpa,191.87,Tail,,,3,4,DAPI
cntrl,cntrl,1,5,24hpa,101.12,sc,,,3,1,DAPI
cntrl,cntrl,2,5,24hpa,87.16,sc,,,3,1,DAPI
cntrl,cntrl,3,5,24hpa,112.44,sc,,,3,1,DAPI
cntrl,cntrl,4,5,24hpa,98.89,sc,,,3,1,DAPI
cntrl,cntrl,5,5,24hpa,105.68,sc,,,3,1,DAPI
cntrl,cntrl,6,5,24hpa,93.46,sc,,,3,1,DAPI
cntrl,cntrl,7,5,24hpa,98.12,sc,,,3,1,DAPI
cntrl,cntrl,8,5,24hpa,105.87,sc,,,3,1,DAPI
cntrl,cntrl,9,5,24hpa,104.19,sc,,,3,1,DAPI
cntrl,cntrl,10,5,24hpa,118.07,sc,,,3,1,DAPI
cntrl,cntrl,11,5,24hpa,131.24,sc,,,3,1,DAPI
cntrl,cntrl,12,5,24hpa,108.61,sc,,,3,1,DAPI
cntrl,cntrl,13,5,24hpa,109.99,sc,,,3,1,DAPI
cntrl,cntrl,14,5,24hpa,126.96,sc,,,3,1,DAPI
cntrl,cntrl,15,5,24hpa,108.83,sc,,,3,1,DAPI
cntrl,cntrl,1,5,48hpa,140.21,sc,,,3,1,DAPI
cntrl,cntrl,2,5,48hpa,132.37,sc,,,3,1,DAPI
cntrl,cntrl,3,5,48hpa,163.77,sc,,,3,1,DAPI
cntrl,cntrl,4,5,48hpa,151.06,sc,,,3,1,DAPI
cntrl,cntrl,5,5,48hpa,186.89,sc,,,3,1,DAPI
cntrl,cntrl,6,5,48hpa,196.63,sc,,,3,1,DAPI
cntrl,cntrl,7,5,48hpa,124.75,sc,,,3,1,DAPI
cntrl,cntrl,8,5,48hpa,174.36,sc,,,3,1,DAPI
cntrl,cntrl,9,5,48hpa,127.81,sc,,,3,1,DAPI
cntrl,cntrl,10,5,48hpa,219.82,sc,,,3,1,DAPI
cntrl,cntrl,1,5,72hpa,400.8,sc,,,3,1,DAPI
cntrl,cntrl,2,5,72hpa,389.82,sc,,,3,1,DAPI
cntrl,cntrl,3,5,72hpa,376.99,sc,,,3,1,DAPI
cntrl,cntrl,4,5,72hpa,432.39,sc,,,3,1,DAPI
cntrl,cntrl,5,5,72hpa,336.48,sc,,,3,1,DAPI
cntrl,cntrl,6,5,72hpa,464.07,sc,,,3,1,DAPI
cntrl,cntrl,7,5,72hpa,353.91,sc,,,3,1,DAPI
cntrl,cntrl,8,5,72hpa,465.78,sc,,,3,1,DAPI
cntrl,cntrl,9,5,72hpa,488.61,sc,,,3,1,DAPI
cntrl,cntrl,10,5,72hpa,333.07,sc,,,3,1,DAPI
cntrl,cntrl,11,5,72hpa,455.26,sc,,,3,1,DAPI
cntrl,cntrl,12,5,72hpa,513.38,sc,,,3,1,DAPI
cntrl,cntrl,13,5,72hpa,344.34,sc,,,3,1,DAPI
cntrl,cntrl,14,5,72hpa,494.32,sc,,,3,1,DAPI
cntrl,cntrl,15,5,72hpa,458.23,sc,,,3,1,DAPI
cntrl,cntrl,16,5,72hpa,374.42,sc,,,3,1,DAPI
cntrl,cntrl,17,5,72hpa,440.07,sc,,,3,1,DAPI
cntrl,cntrl,18,5,72hpa,385.55,sc,,,3,1,DAPI
meis1MO2,meis1MO,1,5,24hpa,58.16,sc,,,3,4,DAPI
meis1MO2,meis1MO,2,5,24hpa,69,sc,,,3,4,DAPI
meis1MO2,meis1MO,3,5,24hpa,48.04,sc,,,3,4,DAPI
meis1MO2,meis1MO,4,5,24hpa,104.36,sc,,,3,4,DAPI
